격자 id 번호,좌측 격자 위치  ,상단 격자 위치,우측 격자 위치,하단 격자 위치,일평균 유동인구,일평균 남성 유동인구,일평균 여성 유동인구,0세_20세 미만 일평균 유동인구,20세_40세 미만 일평균 유동인구,40세_65세 미만 일평균 유동인구,65세 이상 일평균 유동인구,데이터기준일자
638,305477,519368,305577,519268,89.82672132,40.61571038,49.21101093,10.68382514,21.80385246,46.21540984,11.12363388,2021-11-30
640,305477,519168,305577,519068,2.753333333,1.38,1.373333333,0.14,0.643333333,1.68,0.29,2021-11-30
641,305477,519068,305577,518968,8.9476,4.664933333,4.282666667,0.504504762,2.270819048,5.132180952,1.040095238,2021-11-30
642,305477,518968,305577,518868,16.58902703,8.363911196,8.225115831,1.343710426,4.313131275,8.559486486,2.372698842,2021-11-30
643,305477,518868,305577,518768,31.48731994,15.39797374,16.0893462,2.78298175,8.221914909,15.83832407,4.644099209,2021-11-30
644,305477,518768,305577,518668,31.17576111,15.23159774,15.94416336,2.724537099,8.104964635,15.80005908,4.546200295,2021-11-30
645,305477,518668,305577,518568,34.58475323,16.80361417,17.78113906,3.122501709,8.994810216,17.32004535,5.147395957,2021-11-30
646,305477,518568,305577,518468,47.32029237,22.51829922,24.80199315,4.3952277,12.37412233,23.45095063,7.099991714,2021-11-30
647,305477,518468,305577,518368,39.12908423,18.74115571,20.38792853,3.526685859,10.21042673,19.58420471,5.807766939,2021-11-30
648,305477,518368,305577,518268,8.501893204,4.119271845,4.382621359,0.746553398,2.208203883,4.308203883,1.238932039,2021-11-30
740,305577,522968,305677,522868,8.014393305,5.820209205,2.1941841,0.060669456,3.390460251,4.206778243,0.356485356,2021-11-30
741,305577,522868,305677,522768,24.04317992,17.46062762,6.5825523,0.182008368,10.17138075,12.62033473,1.069456068,2021-11-30
742,305577,522768,305677,522668,16.02878661,11.64041841,4.3883682,0.121338912,6.780920502,8.413556486,0.712970712,2021-11-30
743,305577,522668,305677,522568,26.10583561,18.97607459,7.129761024,0.194707918,11.04372948,13.70591286,1.161485356,2021-11-30
753,305577,521668,305677,521568,200.5907255,103.168935,97.42179049,18.60873124,65.1252116,99.60647265,17.25031001,2021-11-30
754,305577,521568,305677,521468,94.16819673,44.6052459,49.56295083,10.31959016,27.94934426,46.18139343,9.717868851,2021-11-30
755,305577,521468,305677,521368,15.34836066,7.359972678,7.988387978,1.636420765,4.485054645,7.86795082,1.358934426,2021-11-30
756,305577,521368,305677,521268,62.77879782,29.7368306,33.04196722,6.879726776,18.63289617,30.78759562,6.478579234,2021-11-30
764,305577,520568,305677,520468,424.9041257,200.6543989,224.2497268,38.97721311,132.8033607,207.3379235,45.78562842,2021-11-30
765,305577,520468,305677,520368,82.07573769,38.13065574,43.94508198,7.661311476,25.23795082,40.48770492,8.688770493,2021-11-30
766,305577,520368,305677,520268,65.65321492,30.66130928,34.99190566,6.113807329,20.38378209,32.33924149,6.81638402,2021-11-30
767,305577,520268,305677,520168,58.35023033,27.15944454,31.19078581,5.444617307,18.0223483,28.76865915,6.114605581,2021-11-30
768,305577,520168,305677,520068,70.37530055,32.76360656,37.611694,6.590054645,21.7102459,34.66076503,7.414234973,2021-11-30
769,305577,520068,305677,519968,119.0423771,51.68598361,67.35639344,12.35860656,36.80800546,55.41297814,14.46278689,2021-11-30
770,305577,519968,305677,519868,70.87610087,30.46524605,40.41085482,7.45677064,21.66805774,33.27288554,8.478386945,2021-11-30
771,305577,519868,305677,519768,791.5731967,344.7832241,446.7899727,81.39396175,245.6679235,368.116776,96.39453551,2021-11-30
772,305577,519768,305677,519668,674.9553279,293.7121312,381.2431967,69.53808743,209.2680601,313.9165847,82.23259563,2021-11-30
773,305577,519668,305677,519568,253.775847,115.8330874,137.9427595,22.78002733,69.38745902,123.6197814,37.98857924,2021-11-30
774,305577,519568,305677,519468,439.2743989,199.2136339,240.060765,52.62631148,106.9803279,224.0845355,55.58322404,2021-11-30
775,305577,519468,305677,519368,294.351275,133.7687523,160.5825228,35.23056466,71.87649362,149.8975637,37.346653,2021-11-30
776,305577,519368,305677,519268,1.035,0.52,0.515,0.05,0.245,0.625,0.115,2021-11-30
777,305577,519268,305677,519168,7.469,3.689615385,3.779384615,0.557384615,1.862307692,4.057538462,0.991769231,2021-11-30
778,305577,519168,305677,519068,8.512166667,4.412833333,4.099333333,0.460416667,2.139166667,4.952666667,0.959916667,2021-11-30
779,305577,519068,305677,518968,17.1070978,8.530002119,8.577095678,1.359789036,4.404635908,8.982053049,2.360619804,2021-11-30
780,305577,518968,305677,518868,9.761369863,4.926415525,4.834954338,0.748287671,2.522465753,5.170742009,1.319874429,2021-11-30
781,305577,518868,305677,518768,27.34355412,13.50340081,13.8401533,2.37917023,7.101434119,13.86732822,3.995621555,2021-11-30
782,305577,518768,305677,518668,28.46132572,14.01974129,14.44158442,2.471176801,7.380115613,14.46661644,4.143416863,2021-11-30
783,305577,518668,305677,518568,27.42284471,13.58987382,13.83297089,2.411727496,7.154007327,13.78835777,4.068752124,2021-11-30
784,305577,518568,305677,518468,25.14980718,12.53832095,12.61148623,2.096289135,6.56884945,12.87543484,3.609233758,2021-11-30
785,305577,518468,305677,518368,49.08824589,23.08131165,26.00693424,3.946231267,15.36330194,24.00194687,5.776765806,2021-11-30
786,305577,518368,305677,518268,76.65904371,36.01524591,40.64379782,5.764043716,27.55786885,36.22565574,7.11147541,2021-11-30
878,305677,522968,305777,522868,3.184880952,2.253452381,0.931428571,0.032142857,1.270952381,1.703095238,0.178690476,2021-11-30
879,305677,522868,305777,522768,10.53231481,7.669027778,2.863287037,0.090925926,4.419537037,5.519027778,0.502824074,2021-11-30
880,305677,522768,305777,522668,25.84054067,18.78586538,7.054675285,0.205513872,10.89613808,13.61446249,1.12442623,2021-11-30
881,305677,522668,305777,522568,36.64296253,26.82741545,9.815547084,0.263226128,15.62335875,19.22284317,1.533534482,2021-11-30
882,305677,522568,305777,522468,36.79632184,26.99931034,9.797011496,0.261609196,15.72896552,19.29770115,1.508045976,2021-11-30
883,305677,522468,305777,522368,18.39816092,13.49965517,4.898505748,0.130804598,7.864482758,9.648850574,0.754022988,2021-11-30
890,305677,521768,305777,521668,41.81325137,21.3797541,20.43349727,3.904180328,13.33303279,20.88016393,3.695874317,2021-11-30
891,305677,521668,305777,521568,546.3759015,281.2740164,265.1018852,50.44983606,177.5386885,271.012459,47.37491802,2021-11-30
892,305677,521568,305777,521468,125.5575956,59.4736612,66.08393444,13.75945355,37.26579235,61.57519124,12.95715847,2021-11-30
893,305677,521468,305777,521368,36.04064545,17.16395547,18.87668998,3.895071144,10.71043701,17.85698341,3.578153883,2021-11-30
894,305677,521368,305777,521268,40.47303926,19.15856556,21.31447371,4.372123065,12.01118567,20.19455094,3.89517959,2021-11-30
895,305677,521268,305777,521168,78.85608784,37.10961452,41.74647333,8.560386077,22.95460234,39.17434159,8.16675784,2021-11-30
901,305677,520668,305777,520568,2.17,1.36,0.81,0.14,0.48,1.03,0.52,2021-11-30
903,305677,520468,305777,520368,8.756499288,4.197788461,4.558710826,0.807631766,2.852578348,4.28329416,0.812995014,2021-11-30
904,305677,520368,305777,520268,61.92699363,28.86840419,33.05858945,5.767486039,19.16513571,30.52062196,6.473749926,2021-11-30
905,305677,520268,305777,520168,96.69057156,42.8913227,53.79924885,9.710631889,30.22572833,45.64972537,11.10448596,2021-11-30
906,305677,520168,305777,520068,152.1479458,65.92321451,86.22473131,15.62801555,47.16379419,71.04284353,18.31329254,2021-11-30
907,305677,520068,305777,519968,153.3268548,66.22558488,87.10126989,16.05229073,47.20169594,71.56502327,18.50784484,2021-11-30
908,305677,519968,305777,519868,245.529235,106.4266393,139.1025956,25.57956284,75.63571039,114.2881694,30.02579235,2021-11-30
909,305677,519868,305777,519768,500.0776777,217.6907104,282.3869672,51.59409836,155.0172951,232.5642896,60.90199453,2021-11-30
910,305677,519768,305777,519668,941.2631421,425.8269126,515.4362295,81.96587431,274.3398361,447.9017487,137.0556831,2021-11-30
911,305677,519668,305777,519568,938.7782786,428.7962841,509.9819946,96.41259563,244.9455738,467.0765301,130.3435792,2021-11-30
912,305677,519568,305777,519468,478.2977049,216.9294262,261.3682787,57.33439891,116.5302732,243.907459,60.52557377,2021-11-30
913,305677,519468,305777,519368,192.1156584,87.34465886,104.7709996,22.83798947,46.93199025,97.89837158,24.44730718,2021-11-30
914,305677,519368,305777,519268,9.739028571,4.942728571,4.7963,0.756071429,2.521414286,5.107728571,1.353814286,2021-11-30
915,305677,519268,305777,519168,9.546203473,5.003362283,4.542841191,0.549975186,2.44219603,5.418325062,1.135707196,2021-11-30
916,305677,519168,305777,519068,25.14047108,12.32219699,12.8182741,2.178015819,6.555871479,12.73121701,3.675366782,2021-11-30
917,305677,519068,305777,518968,22.2504116,10.89238848,11.35802313,1.835995016,5.766351331,11.51399186,3.134073395,2021-11-30
918,305677,518968,305777,518868,9.350424242,4.894121212,4.45630303,0.495575757,2.353212121,5.447636364,1.054,2021-11-30
919,305677,518868,305777,518768,19.01779315,9.73143254,9.286360615,1.313905258,4.938766369,10.29863443,2.466487103,2021-11-30
920,305677,518768,305777,518668,20.42002432,10.36585772,10.0541666,1.566234211,5.28288254,10.75128072,2.819626849,2021-11-30
921,305677,518668,305777,518568,18.03121553,9.086609704,8.944605828,1.289624239,4.987921408,9.497311462,2.256358424,2021-11-30
922,305677,518568,305777,518468,12.75371235,6.279671045,6.474041304,0.877025742,4.095629044,6.423144383,1.357913181,2021-11-30
923,305677,518468,305777,518368,9.536034057,4.595055026,4.940979031,0.666727351,3.411634888,4.568521253,0.889150565,2021-11-30
924,305677,518368,305777,518268,127.4898361,59.90557378,67.5842623,9.651092896,46.01737704,60.0689071,11.75245902,2021-11-30
1017,305777,522868,305877,522768,5.135833333,2.52875,2.607083333,0.0996875,1.709270833,2.819583333,0.507291667,2021-11-30
1018,305777,522768,305877,522668,3.061826923,2.015769231,1.046057692,0.052596154,1.183269231,1.646057692,0.179903846,2021-11-30
1019,305777,522668,305877,522568,27.59724138,20.24948276,7.347758622,0.196206897,11.79672414,14.47327586,1.131034482,2021-11-30
1020,305777,522568,305877,522468,27.59724138,20.24948276,7.347758622,0.196206897,11.79672414,14.47327586,1.131034482,2021-11-30
1021,305777,522468,305877,522368,2.01,0.985,1.025,0.145,0.83,0.825,0.21,2021-11-30
1028,305777,521768,305877,521668,115.4092077,59.0364754,56.37273224,10.67672131,36.96163935,57.84912568,9.921721311,2021-11-30
1029,305777,521668,305877,521568,524.8538189,269.5972067,255.2566123,48.25896174,170.1985626,260.555926,45.84036856,2021-11-30
1030,305777,521568,305877,521468,427.0293988,217.2528415,209.7765574,40.51295082,136.9920219,211.4625683,38.06185791,2021-11-30
1031,305777,521468,305877,521368,34.87689891,16.46539617,18.41150273,3.812991803,10.34476776,17.22400273,3.495136612,2021-11-30
1032,305777,521368,305877,521268,36.618787,17.39372945,19.22505755,3.955784896,10.87419076,18.16611706,3.622694279,2021-11-30
1033,305777,521268,305877,521168,34.95725605,16.57455816,18.3826979,3.807434817,10.3807338,17.27794067,3.49114676,2021-11-30
1034,305777,521168,305877,521068,31.38939891,14.8684153,16.52098361,3.439863388,9.316448087,15.39379781,3.239289617,2021-11-30
1041,305777,520468,305877,520368,27.35857923,12.71021858,14.64836066,2.553770492,8.412650273,13.49590164,2.896256831,2021-11-30
1042,305777,520368,305877,520268,69.76592896,31.68833333,38.07759564,6.815191257,21.38699454,33.88161202,7.682131148,2021-11-30
1043,305777,520268,305877,520168,145.0142989,62.65629391,82.35800501,14.94114994,44.88394839,67.84842731,17.34077328,2021-11-30
1044,305777,520168,305877,520068,137.1494554,59.31048381,77.83897158,14.04613721,42.49944222,64.18589414,16.41798181,2021-11-30
1045,305777,520068,305877,519968,49.95660486,21.45910747,28.4974974,5.250315954,15.24781648,23.45337519,6.005097239,2021-11-30
1046,305777,519968,305877,519868,212.9803278,92.19737705,120.7829508,22.22942623,65.5484153,99.21595629,25.98653005,2021-11-30
1047,305777,519868,305877,519768,659.0514752,298.2690165,360.7824585,85.12929398,237.6051179,289.2299012,47.08716207,2021-11-30
1048,305777,519768,305877,519668,1039.554918,474.991011,564.5639071,120.995929,356.1038524,467.1583607,95.29677595,2021-11-30
1049,305777,519668,305877,519568,1149.062896,524.418552,624.6443443,134.4649454,371.8672405,529.8006011,112.9301093,2021-11-30
1050,305777,519568,305877,519468,1345.768306,611.8932513,733.8750547,160.7539071,328.9195629,686.3551639,169.7396722,2021-11-30
